instant,dteday,season,mnth,hr,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
979,13-02-2011,1,2,10,0,1,0.3,0.2727,0.45,0.3284,19,86,105
980,13-02-2011,1,2,11,0,1,0.32,0.2879,0.39,0.4478,26,86,112
981,13-02-2011,1,2,12,0,1,0.36,0.3182,0.32,0.4627,58,94,152
982,13-02-2011,1,2,13,0,1,0.38,0.3939,0.29,0.3582,62,92,154
983,13-02-2011,1,2,14,0,2,0.4,0.4091,0.3,0.4179,51,110,161
984,13-02-2011,1,2,15,0,2,0.4,0.4091,0.3,0.2985,40,122,162
985,13-02-2011,1,2,16,0,2,0.42,0.4242,0.28,0.3284,28,106,134
986,13-02-2011,1,2,17,0,1,0.42,0.4242,0.28,0.3284,30,95,125
987,13-02-2011,1,2,18,0,1,0.4,0.4091,0.32,0.2985,17,78,95
988,13-02-2011,1,2,19,0,1,0.4,0.4091,0.35,0.2836,11,50,61
989,13-02-2011,1,2,20,0,1,0.4,0.4091,0.35,0.3284,15,32,47
990,13-02-2011,1,2,21,0,1,0.4,0.4091,0.35,0.3582,6,45,51
991,13-02-2011,1,2,22,0,1,0.4,0.4091,0.35,0.2985,5,31,36
992,13-02-2011,1,2,23,0,1,0.4,0.4091,0.35,0.3582,3,27,30
993,14-02-2011,1,2,0,1,1,0.38,0.3939,0.37,0.3582,3,8,11
994,14-02-2011,1,2,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7
995,14-02-2011,1,2,2,1,1,0.36,0.3333,0.4,0.2985,0,2,2
996,14-02-2011,1,2,3,1,1,0.34,0.3182,0.46,0.2239,1,1,2
997,14-02-2011,1,2,4,1,1,0.32,0.303,0.53,0.2836,0,2,2
998,14-02-2011,1,2,5,1,1,0.32,0.303,0.53,0.2836,0,3,3
999,14-02-2011,1,2,6,1,1,0.34,0.303,0.46,0.2985,1,25,26
1000,14-02-2011,1,2,7,1,1,0.34,0.303,0.46,0.2985,2,96,98
